sequencenum,timestamp,context,event,detail,timestampint,contextinint,contextint,contextoutint,eventint,eventoffset,eventsize,eventdata
1268,0.156 201 500,"SystemTask","Task Block","Delayed",1249612,0x0000000800000650,0x0000000800000650,0x0000000400000000,7,6429,6,07 D0 0C 04 83 04 
1269,0.156 322 875,"Idle","System Idle","Idle for 827.500 us",1250583,0x0000000400000000,0x0000001000000000,0x0000001000000000,17,6435,3,11 CB 07 
1270,0.156 882 125,"SysTick","ISR Enter","Runs for 268.250 us",1255057,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,6438,4,02 0F FA 22 
1271,0.156 946 250,"SysTick","Task Ready","Tarefa_T1, runs after 512.125 us",1255570,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,6442,5,06 98 0A 81 04 
1272,0.157 018 500,"SysTick","Task Ready","Tarefa_T2, runs after 758.875 us",1256148,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,6447,5,06 B4 0B C2 04 
1273,0.157 090 000,"SysTick","Task Ready","SystemTask, runs after 124.125 us",1256720,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,6452,5,06 D0 0C BC 04 
1274,0.157 150 375,"SysTick","ISR Exit","Returns to Scheduler",1257203,0x000000010000000F,0x000000010000000F,0x0000000400000000,18,6457,3,12 E3 03 
1275,0.157 214 125,"SystemTask","Task Run","Runs for 129.000 us",1257713,0x0000000400000000,0x0000000800000650,0x0000000800000650,4,6460,5,04 D0 0C FE 03 
1276,0.157 278 750,"SystemTask","vTaskDelay","xTicksToDelay=1",1258230,0x0000000800000650,0x0000000800000650,0x0000000800000650,35,6465,5,23 01 01 85 04 
1277,0.157 343 125,"SystemTask","Task Block","Delayed",1258745,0x0000000800000650,0x0000000800000650,0x0000000400000000,7,6470,6,07 D0 0C 04 83 04 
1278,0.157 458 375,"Tarefa_T1","Task Run","Runs for 190.250 us",1259667,0x0000000400000000,0x0000000800000518,0x0000000800000518,4,6476,5,04 98 0A 9A 07 
1279,0.157 648 625,"Tarefa_T1","Task Block","Reason=27",1261189,0x0000000800000518,0x0000000800000518,0x0000000400000000,7,6481,6,07 98 0A 1B F2 0B 
1280,0.157 777 375,"Tarefa_T2","Task Run","Runs for 229.250 us",1262219,0x0000000400000000,0x00000008000005B4,0x00000008000005B4,4,6487,5,04 B4 0B 86 08 
1281,0.157 882 125,"SysTick","ISR Enter","Runs for 124.500 us",1263057,0x00000008000005B4,0x000000010000000F,0x000000010000000F,2,6492,4,02 0F C6 06 
1282,0.157 946 250,"SysTick","Task Ready","SystemTask, runs after 124.125 us",1263570,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,6496,5,06 D0 0C 81 04 
1283,0.158 006 625,"SysTick","ISR Exit","Returns to Scheduler",1264053,0x000000010000000F,0x000000010000000F,0x0000000400000000,18,6501,3,12 E3 03 
1284,0.158 070 375,"SystemTask","Task Run","Runs for 129.000 us",1264563,0x0000000400000000,0x0000000800000650,0x0000000800000650,4,6504,5,04 D0 0C FE 03 
1285,0.158 135 000,"SystemTask","vTaskDelay","xTicksToDelay=1",1265080,0x0000000800000650,0x0000000800000650,0x0000000800000650,35,6509,5,23 01 01 85 04 
1286,0.158 199 375,"SystemTask","Task Block","Delayed",1265595,0x0000000800000650,0x0000000800000650,0x0000000400000000,7,6514,6,07 D0 0C 04 83 04 
1287,0.158 318 625,"Tarefa_T2","Task Run","Runs for 477.750 us",1266549,0x0000000400000000,0x00000008000005B4,0x00000008000005B4,4,6520,5,04 B4 0B BA 07 
1288,0.158 618 625,"Tarefa_T2","xQueueGenericSend","xQueue=0x20001070 pvItemToQueue=0x20000290 xTicksToWait=4294967295 xCopyPosition=0",1268949,0x00000008000005B4,0x00000008000005B4,0x00000008000005B4,90,6525,17,5A 0D 9C 08 90 85 80 80 02 FF FF FF FF 0F 00 E0 12 
1289,0.158 712 125,"Tarefa_T2","Task Ready","Tarefa_T1, runs after 84.250 us",1269697,0x00000008000005B4,0x00000008000005B4,0x00000008000005B4,6,6542,5,06 98 0A EC 05 
1290,0.158 796 375,"Tarefa_T1","Task Run","Runs for 296.250 us",1270371,0x00000008000005B4,0x0000000800000518,0x0000000800000518,4,6547,5,04 98 0A A2 05 
1291,0.158 904 250,"Tarefa_T1","xQueueGenericReceive","xQueue=0x20001070 pvBuffer=0x38000000 xTicksToWait=4294967295 xJustPeek=1",1271234,0x0000000800000518,0x0000000800000518,0x0000000800000518,92,6552,17,5C 0D 9C 08 80 80 80 C0 03 FF FF FF FF 0F 01 DF 06 
1292,0.158 968 125,"SysTick","ISR Enter","Runs for 124.500 us",1271745,0x0000000800000518,0x000000010000000F,0x000000010000000F,2,6569,4,02 0F FF 03 
1293,0.159 032 250,"SysTick","Task Ready","SystemTask, runs after 124.125 us",1272258,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,6573,5,06 D0 0C 81 04 
1294,0.159 092 625,"SysTick","ISR Exit","Returns to Scheduler",1272741,0x000000010000000F,0x000000010000000F,0x0000000400000000,18,6578,3,12 E3 03 
1295,0.159 156 375,"SystemTask","Task Run","Runs for 129.000 us",1273251,0x0000000400000000,0x0000000800000650,0x0000000800000650,4,6581,5,04 D0 0C FE 03 
1296,0.159 221 000,"SystemTask","vTaskDelay","xTicksToDelay=1",1273768,0x0000000800000650,0x0000000800000650,0x0000000800000650,35,6586,5,23 01 01 85 04 
1297,0.159 285 375,"SystemTask","Task Block","Delayed",1274283,0x0000000800000650,0x0000000800000650,0x0000000400000000,7,6591,6,07 D0 0C 04 83 04 
1298,0.159 401 500,"Tarefa_T1","Task Run","Runs for 262.125 us",1275212,0x0000000400000000,0x0000000800000518,0x0000000800000518,4,6597,5,04 98 0A A1 07 
1299,0.159 599 750,"Tarefa_T1","vTaskDelayUntil","",1276798,0x0000000800000518,0x0000000800000518,0x0000000800000518,36,6602,4,24 00 B2 0C 
1300,0.159 663 625,"Tarefa_T1","Task Block","Delayed",1277309,0x0000000800000518,0x0000000800000518,0x0000000400000000,7,6606,6,07 98 0A 04 FF 03 
1301,0.159 768 625,"Tarefa_T2","Task Run","Runs for 222.000 us",1278149,0x0000000400000000,0x00000008000005B4,0x00000008000005B4,4,6612,5,04 B4 0B C8 06 
1302,0.159 832 250,"Tarefa_T2","vTaskDelayUntil","",1278658,0x00000008000005B4,0x00000008000005B4,0x00000008000005B4,36,6617,4,24 00 FD 03 
1303,0.159 882 125,"SysTick","ISR Enter","Runs for 46.125 us",1279057,0x00000008000005B4,0x000000010000000F,0x000000010000000F,2,6621,4,02 0F 8F 03 
1304,0.159 928 250,"SysTick","ISR Exit","Returns to Tarefa_T2",1279426,0x000000010000000F,0x000000010000000F,0x00000008000005B4,3,6625,3,03 F1 02 
1305,0.159 990 625,"Tarefa_T2","Task Block","Delayed",1279925,0x00000008000005B4,0x00000008000005B4,0x0000000400000000,7,6628,6,07 B4 0B 04 F3 03 
1306,0.160 085 625,"Scheduler","Task Ready","SystemTask, runs after 94.000 us",1280685,0x0000000400000000,0x0000000400000000,0x0000000400000000,6,6634,5,06 D0 0C F8 05 
1307,0.160 179 625,"SystemTask","Task Run","Runs for 129.000 us",1281437,0x0000000400000000,0x0000000800000650,0x0000000800000650,4,6639,5,04 D0 0C F0 05 
1308,0.160 244 250,"SystemTask","vTaskDelay","xTicksToDelay=1",1281954,0x0000000800000650,0x0000000800000650,0x0000000800000650,35,6644,5,23 01 01 85 04 
1309,0.160 308 625,"SystemTask","Task Block","Delayed",1282469,0x0000000800000650,0x0000000800000650,0x0000000400000000,7,6649,6,07 D0 0C 04 83 04 
1310,0.160 426 875,"Idle","System Idle","Idle for 581.875 us",1283415,0x0000000400000000,0x0000001000000000,0x0000001000000000,17,6655,3,11 B2 07 
1311,0.160 882 125,"SysTick","ISR Enter","Runs for 126.625 us",1287057,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,6658,4,02 0F BA 1C 
1312,0.160 946 250,"SysTick","Task Ready","SystemTask, runs after 126.250 us",1287570,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,6662,5,06 D0 0C 81 04 
1313,0.161 008 750,"SysTick","ISR Exit","Returns to Scheduler",1288070,0x000000010000000F,0x000000010000000F,0x0000000400000000,18,6667,3,12 F4 03 
1314,0.161 072 500,"SystemTask","Task Run","Runs for 129.000 us",1288580,0x0000000400000000,0x0000000800000650,0x0000000800000650,4,6670,5,04 D0 0C FE 03 
1315,0.161 137 125,"SystemTask","vTaskDelay","xTicksToDelay=1",1289097,0x0000000800000650,0x0000000800000650,0x0000000800000650,35,6675,5,23 01 01 85 04 
1316,0.161 201 500,"SystemTask","Task Block","Delayed",1289612,0x0000000800000650,0x0000000800000650,0x0000000400000000,7,6680,6,07 D0 0C 04 83 04 
1317,0.161 319 750,"Idle","System Idle","Idle for 689.000 us",1290558,0x0000000400000000,0x0000001000000000,0x0000001000000000,17,6686,3,11 B2 07 
1318,0.161 882 125,"SysTick","ISR Enter","Runs for 126.625 us",1295057,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,6689,4,02 0F 93 23 
1319,0.161 946 250,"SysTick","Task Ready","SystemTask, runs after 126.250 us",1295570,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,6693,5,06 D0 0C 81 04 
1320,0.162 008 750,"SysTick","ISR Exit","Returns to Scheduler",1296070,0x000000010000000F,0x000000010000000F,0x0000000400000000,18,6698,3,12 F4 03 
1321,0.162 072 500,"SystemTask","Task Run","Runs for 129.000 us",1296580,0x0000000400000000,0x0000000800000650,0x0000000800000650,4,6701,5,04 D0 0C FE 03 
1322,0.162 137 125,"SystemTask","vTaskDelay","xTicksToDelay=1",1297097,0x0000000800000650,0x0000000800000650,0x0000000800000650,35,6706,5,23 01 01 85 04 
1323,0.162 201 500,"SystemTask","Task Block","Delayed",1297612,0x0000000800000650,0x0000000800000650,0x0000000400000000,7,6711,6,07 D0 0C 04 83 04 
1324,0.162 319 750,"Idle","System Idle","Idle for 689.000 us",1298558,0x0000000400000000,0x0000001000000000,0x0000001000000000,17,6717,3,11 B2 07 
1325,0.162 882 125,"SysTick","ISR Enter","Runs for 126.625 us",1303057,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,6720,4,02 0F 93 23 
1326,0.162 946 250,"SysTick","Task Ready","SystemTask, runs after 126.250 us",1303570,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,6724,5,06 D0 0C 81 04 
1327,0.163 008 750,"SysTick","ISR Exit","Returns to Scheduler",1304070,0x000000010000000F,0x000000010000000F,0x0000000400000000,18,6729,3,12 F4 03 
1328,0.163 072 500,"SystemTask","Task Run","Runs for 129.000 us",1304580,0x0000000400000000,0x0000000800000650,0x0000000800000650,4,6732,5,04 D0 0C FE 03 
1329,0.163 137 125,"SystemTask","vTaskDelay","xTicksToDelay=1",1305097,0x0000000800000650,0x0000000800000650,0x0000000800000650,35,6737,5,23 01 01 85 04 
1330,0.163 201 500,"SystemTask","Task Block","Delayed",1305612,0x0000000800000650,0x0000000800000650,0x0000000400000000,7,6742,6,07 D0 0C 04 83 04 
1331,0.163 319 750,"Idle","System Idle","Idle for 689.000 us",1306558,0x0000000400000000,0x0000001000000000,0x0000001000000000,17,6748,3,11 B2 07 
1332,0.163 882 125,"SysTick","ISR Enter","Runs for 126.625 us",1311057,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,6751,4,02 0F 93 23 
1333,0.163 946 250,"SysTick","Task Ready","SystemTask, runs after 126.250 us",1311570,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,6755,5,06 D0 0C 81 04 
1334,0.164 008 750,"SysTick","ISR Exit","Returns to Scheduler",1312070,0x000000010000000F,0x000000010000000F,0x0000000400000000,18,6760,3,12 F4 03 
1335,0.164 072 500,"SystemTask","Task Run","Runs for 129.000 us",1312580,0x0000000400000000,0x0000000800000650,0x0000000800000650,4,6763,5,04 D0 0C FE 03 
1336,0.164 137 125,"SystemTask","vTaskDelay","xTicksToDelay=1",1313097,0x0000000800000650,0x0000000800000650,0x0000000800000650,35,6768,5,23 01 01 85 04 
1337,0.164 201 500,"SystemTask","Task Block","Delayed",1313612,0x0000000800000650,0x0000000800000650,0x0000000400000000,7,6773,6,07 D0 0C 04 83 04 
1338,0.164 319 750,"Idle","System Idle","Idle for 689.000 us",1314558,0x0000000400000000,0x0000001000000000,0x0000001000000000,17,6779,3,11 B2 07 
1339,0.164 882 125,"SysTick","ISR Enter","Runs for 126.625 us",1319057,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,6782,4,02 0F 93 23 
1340,0.164 946 250,"SysTick","Task Ready","SystemTask, runs after 126.250 us",1319570,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,6786,5,06 D0 0C 81 04 
1341,0.165 008 750,"SysTick","ISR Exit","Returns to Scheduler",1320070,0x000000010000000F,0x000000010000000F,0x0000000400000000,18,6791,3,12 F4 03 
1342,0.165 072 500,"SystemTask","Task Run","Runs for 129.000 us",1320580,0x0000000400000000,0x0000000800000650,0x0000000800000650,4,6794,5,04 D0 0C FE 03 
1343,0.165 137 125,"SystemTask","vTaskDelay","xTicksToDelay=1",1321097,0x0000000800000650,0x0000000800000650,0x0000000800000650,35,6799,5,23 01 01 85 04 
1344,0.165 201 500,"SystemTask","Task Block","Delayed",1321612,0x0000000800000650,0x0000000800000650,0x0000000400000000,7,6804,6,07 D0 0C 04 83 04 
1345,0.165 319 750,"Idle","System Idle","Idle for 689.000 us",1322558,0x0000000400000000,0x0000001000000000,0x0000001000000000,17,6810,3,11 B2 07 
1346,0.165 882 125,"SysTick","ISR Enter","Runs for 126.625 us",1327057,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,6813,4,02 0F 93 23 
1347,0.165 946 250,"SysTick","Task Ready","SystemTask, runs after 126.250 us",1327570,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,6817,5,06 D0 0C 81 04 
1348,0.166 008 750,"SysTick","ISR Exit","Returns to Scheduler",1328070,0x000000010000000F,0x000000010000000F,0x0000000400000000,18,6822,3,12 F4 03 
1349,0.166 072 500,"SystemTask","Task Run","Runs for 129.000 us",1328580,0x0000000400000000,0x0000000800000650,0x0000000800000650,4,6825,5,04 D0 0C FE 03 
1350,0.166 137 125,"SystemTask","vTaskDelay","xTicksToDelay=1",1329097,0x0000000800000650,0x0000000800000650,0x0000000800000650,35,6830,5,23 01 01 85 04 
1351,0.166 201 500,"SystemTask","Task Block","Delayed",1329612,0x0000000800000650,0x0000000800000650,0x0000000400000000,7,6835,6,07 D0 0C 04 83 04 
1352,0.166 322 875,"Idle","System Idle","Idle for 827.500 us",1330583,0x0000000400000000,0x0000001000000000,0x0000001000000000,17,6841,3,11 CB 07 
1353,0.166 882 125,"SysTick","ISR Enter","Runs for 268.250 us",1335057,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,6844,4,02 0F FA 22 
1354,0.166 946 250,"SysTick","Task Ready","Tarefa_T1, runs after 512.125 us",1335570,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,6848,5,06 98 0A 81 04 
1355,0.167 018 500,"SysTick","Task Ready","Tarefa_T2, runs after 758.875 us",1336148,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,6853,5,06 B4 0B C2 04 
1356,0.167 090 000,"SysTick","Task Ready","SystemTask, runs after 124.125 us",1336720,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,6858,5,06 D0 0C BC 04 
1357,0.167 150 375,"SysTick","ISR Exit","Returns to Scheduler",1337203,0x000000010000000F,0x000000010000000F,0x0000000400000000,18,6863,3,12 E3 03 
1358,0.167 214 125,"SystemTask","Task Run","Runs for 129.000 us",1337713,0x0000000400000000,0x0000000800000650,0x0000000800000650,4,6866,5,04 D0 0C FE 03 
1359,0.167 278 750,"SystemTask","vTaskDelay","xTicksToDelay=1",1338230,0x0000000800000650,0x0000000800000650,0x0000000800000650,35,6871,5,23 01 01 85 04 
1360,0.167 343 125,"SystemTask","Task Block","Delayed",1338745,0x0000000800000650,0x0000000800000650,0x0000000400000000,7,6876,6,07 D0 0C 04 83 04 
1361,0.167 458 375,"Tarefa_T1","Task Run","Runs for 190.250 us",1339667,0x0000000400000000,0x0000000800000518,0x0000000800000518,4,6882,5,04 98 0A 9A 07 
1362,0.167 648 625,"Tarefa_T1","Task Block","Reason=27",1341189,0x0000000800000518,0x0000000800000518,0x0000000400000000,7,6887,6,07 98 0A 1B F2 0B 
1363,0.167 777 375,"Tarefa_T2","Task Run","Runs for 229.250 us",1342219,0x0000000400000000,0x00000008000005B4,0x00000008000005B4,4,6893,5,04 B4 0B 86 08 
1364,0.167 882 125,"SysTick","ISR Enter","Runs for 124.500 us",1343057,0x00000008000005B4,0x000000010000000F,0x000000010000000F,2,6898,4,02 0F C6 06 
1365,0.167 946 250,"SysTick","Task Ready","SystemTask, runs after 124.125 us",1343570,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,6902,5,06 D0 0C 81 04 
1366,0.168 006 625,"SysTick","ISR Exit","Returns to Scheduler",1344053,0x000000010000000F,0x000000010000000F,0x0000000400000000,18,6907,3,12 E3 03 
1367,0.168 070 375,"SystemTask","Task Run","Runs for 129.000 us",1344563,0x0000000400000000,0x0000000800000650,0x0000000800000650,4,6910,5,04 D0 0C FE 03 
1368,0.168 135 000,"SystemTask","vTaskDelay","xTicksToDelay=1",1345080,0x0000000800000650,0x0000000800000650,0x0000000800000650,35,6915,5,23 01 01 85 04 
1369,0.168 199 375,"SystemTask","Task Block","Delayed",1345595,0x0000000800000650,0x0000000800000650,0x0000000400000000,7,6920,6,07 D0 0C 04 83 04 
1370,0.168 318 625,"Tarefa_T2","Task Run","Runs for 490.000 us",1346549,0x0000000400000000,0x00000008000005B4,0x00000008000005B4,4,6926,5,04 B4 0B BA 07 
1371,0.168 630 875,"Tarefa_T2","xQueueGenericSend","xQueue=0x20001070 pvItemToQueue=0x20000290 xTicksToWait=4294967295 xCopyPosition=0",1349047,0x00000008000005B4,0x00000008000005B4,0x00000008000005B4,90,6931,17,5A 0D 9C 08 90 85 80 80 02 FF FF FF FF 0F 00 C2 13 
1372,0.168 724 375,"Tarefa_T2","Task Ready","Tarefa_T1, runs after 84.250 us",1349795,0x00000008000005B4,0x00000008000005B4,0x00000008000005B4,6,6948,5,06 98 0A EC 05 
1373,0.168 808 625,"Tarefa_T1","Task Run","Runs for 296.250 us",1350469,0x00000008000005B4,0x0000000800000518,0x0000000800000518,4,6953,5,04 98 0A A2 05 
1374,0.168 916 500,"Tarefa_T1","xQueueGenericReceive","xQueue=0x20001070 pvBuffer=0x38000000 xTicksToWait=4294967295 xJustPeek=1",1351332,0x0000000800000518,0x0000000800000518,0x0000000800000518,92,6958,17,5C 0D 9C 08 80 80 80 C0 03 FF FF FF FF 0F 01 DF 06 
1375,0.168 980 375,"SysTick","ISR Enter","Runs for 124.500 us",1351843,0x0000000800000518,0x000000010000000F,0x000000010000000F,2,6975,4,02 0F FF 03 
1376,0.169 044 500,"SysTick","Task Ready","SystemTask, runs after 124.125 us",1352356,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,6979,5,06 D0 0C 81 04 
1377,0.169 104 875,"SysTick","ISR Exit","Returns to Scheduler",1352839,0x000000010000000F,0x000000010000000F,0x0000000400000000,18,6984,3,12 E3 03 
1378,0.169 168 625,"SystemTask","Task Run","Runs for 129.000 us",1353349,0x0000000400000000,0x0000000800000650,0x0000000800000650,4,6987,5,04 D0 0C FE 03 
1379,0.169 233 250,"SystemTask","vTaskDelay","xTicksToDelay=1",1353866,0x0000000800000650,0x0000000800000650,0x0000000800000650,35,6992,5,23 01 01 85 04 
1380,0.169 297 625,"SystemTask","Task Block","Delayed",1354381,0x0000000800000650,0x0000000800000650,0x0000000400000000,7,6997,6,07 D0 0C 04 83 04 
1381,0.169 413 750,"Tarefa_T1","Task Run","Runs for 263.875 us",1355310,0x0000000400000000,0x0000000800000518,0x0000000800000518,4,7003,5,04 98 0A A1 07 
1382,0.169 613 750,"Tarefa_T1","vTaskDelayUntil","",1356910,0x0000000800000518,0x0000000800000518,0x0000000800000518,36,7008,4,24 00 C0 0C 
1383,0.169 677 625,"Tarefa_T1","Task Block","Delayed",1357421,0x0000000800000518,0x0000000800000518,0x0000000400000000,7,7012,6,07 98 0A 04 FF 03 
1384,0.169 782 625,"Tarefa_T2","Task Run","Runs for 222.000 us",1358261,0x0000000400000000,0x00000008000005B4,0x00000008000005B4,4,7018,5,04 B4 0B C8 06 
1385,0.169 846 250,"Tarefa_T2","vTaskDelayUntil","",1358770,0x00000008000005B4,0x00000008000005B4,0x00000008000005B4,36,7023,4,24 00 FD 03 
1386,0.169 891 625,"SysTick","ISR Enter","Runs for 46.125 us",1359133,0x00000008000005B4,0x000000010000000F,0x000000010000000F,2,7027,4,02 0F EB 02 
1387,0.169 937 750,"SysTick","ISR Exit","Returns to Tarefa_T2",1359502,0x000000010000000F,0x000000010000000F,0x00000008000005B4,3,7031,3,03 F1 02 
1388,0.170 004 625,"Tarefa_T2","Task Block","Delayed",1360037,0x00000008000005B4,0x00000008000005B4,0x0000000400000000,7,7034,6,07 B4 0B 04 97 04 
1389,0.170 099 625,"Scheduler","Task Ready","SystemTask, runs after 94.000 us",1360797,0x0000000400000000,0x0000000400000000,0x0000000400000000,6,7040,5,06 D0 0C F8 05 
1390,0.170 193 625,"SystemTask","Task Run","Runs for 129.000 us",1361549,0x0000000400000000,0x0000000800000650,0x0000000800000650,4,7045,5,04 D0 0C F0 05 
1391,0.170 258 250,"SystemTask","vTaskDelay","xTicksToDelay=1",1362066,0x0000000800000650,0x0000000800000650,0x0000000800000650,35,7050,5,23 01 01 85 04 
1392,0.170 322 625,"SystemTask","Task Block","Delayed",1362581,0x0000000800000650,0x0000000800000650,0x0000000400000000,7,7055,6,07 D0 0C 04 83 04 
1393,0.170 440 875,"Idle","System Idle","Idle for 567.875 us",1363527,0x0000000400000000,0x0000001000000000,0x0000001000000000,17,7061,3,11 B2 07 
1394,0.170 882 125,"SysTick","ISR Enter","Runs for 126.625 us",1367057,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,7064,4,02 0F CA 1B 
1395,0.170 946 250,"SysTick","Task Ready","SystemTask, runs after 126.250 us",1367570,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,7068,5,06 D0 0C 81 04 
1396,0.171 008 750,"SysTick","ISR Exit","Returns to Scheduler",1368070,0x000000010000000F,0x000000010000000F,0x0000000400000000,18,7073,3,12 F4 03 
1397,0.171 072 500,"SystemTask","Task Run","Runs for 129.000 us",1368580,0x0000000400000000,0x0000000800000650,0x0000000800000650,4,7076,5,04 D0 0C FE 03 
1398,0.171 137 125,"SystemTask","vTaskDelay","xTicksToDelay=1",1369097,0x0000000800000650,0x0000000800000650,0x0000000800000650,35,7081,5,23 01 01 85 04 
1399,0.171 201 500,"SystemTask","Task Block","Delayed",1369612,0x0000000800000650,0x0000000800000650,0x0000000400000000,7,7086,6,07 D0 0C 04 83 04 
1400,0.171 319 750,"Idle","System Idle","Idle for 689.000 us",1370558,0x0000000400000000,0x0000001000000000,0x0000001000000000,17,7092,3,11 B2 07 
1401,0.171 882 125,"SysTick","ISR Enter","Runs for 126.625 us",1375057,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,7095,4,02 0F 93 23 
1402,0.171 946 250,"SysTick","Task Ready","SystemTask, runs after 126.250 us",1375570,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,7099,5,06 D0 0C 81 04 
1403,0.172 008 750,"SysTick","ISR Exit","Returns to Scheduler",1376070,0x000000010000000F,0x000000010000000F,0x0000000400000000,18,7104,3,12 F4 03 
1404,0.172 072 500,"SystemTask","Task Run","Runs for 129.000 us",1376580,0x0000000400000000,0x0000000800000650,0x0000000800000650,4,7107,5,04 D0 0C FE 03 
1405,0.172 137 125,"SystemTask","vTaskDelay","xTicksToDelay=1",1377097,0x0000000800000650,0x0000000800000650,0x0000000800000650,35,7112,5,23 01 01 85 04 
1406,0.172 201 500,"SystemTask","Task Block","Delayed",1377612,0x0000000800000650,0x0000000800000650,0x0000000400000000,7,7117,6,07 D0 0C 04 83 04 
1407,0.172 319 750,"Idle","System Idle","Idle for 689.000 us",1378558,0x0000000400000000,0x0000001000000000,0x0000001000000000,17,7123,3,11 B2 07 
1408,0.172 882 125,"SysTick","ISR Enter","Runs for 126.625 us",1383057,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,7126,4,02 0F 93 23 
1409,0.172 946 250,"SysTick","Task Ready","SystemTask, runs after 126.250 us",1383570,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,7130,5,06 D0 0C 81 04 
1410,0.173 008 750,"SysTick","ISR Exit","Returns to Scheduler",1384070,0x000000010000000F,0x000000010000000F,0x0000000400000000,18,7135,3,12 F4 03 
1411,0.173 072 500,"SystemTask","Task Run","Runs for 129.000 us",1384580,0x0000000400000000,0x0000000800000650,0x0000000800000650,4,7138,5,04 D0 0C FE 03 
1412,0.173 137 125,"SystemTask","vTaskDelay","xTicksToDelay=1",1385097,0x0000000800000650,0x0000000800000650,0x0000000800000650,35,7143,5,23 01 01 85 04 
1413,0.173 201 500,"SystemTask","Task Block","Delayed",1385612,0x0000000800000650,0x0000000800000650,0x0000000400000000,7,7148,6,07 D0 0C 04 83 04 
1414,0.173 319 750,"Idle","System Idle","Idle for 689.000 us",1386558,0x0000000400000000,0x0000001000000000,0x0000001000000000,17,7154,3,11 B2 07 
1415,0.173 882 125,"SysTick","ISR Enter","Runs for 126.625 us",1391057,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,7157,4,02 0F 93 23 
1416,0.173 946 250,"SysTick","Task Ready","SystemTask, runs after 126.250 us",1391570,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,7161,5,06 D0 0C 81 04 
1417,0.174 008 750,"SysTick","ISR Exit","Returns to Scheduler",1392070,0x000000010000000F,0x000000010000000F,0x0000000400000000,18,7166,3,12 F4 03 
1418,0.174 072 500,"SystemTask","Task Run","Runs for 129.000 us",1392580,0x0000000400000000,0x0000000800000650,0x0000000800000650,4,7169,5,04 D0 0C FE 03 
1419,0.174 137 125,"SystemTask","vTaskDelay","xTicksToDelay=1",1393097,0x0000000800000650,0x0000000800000650,0x0000000800000650,35,7174,5,23 01 01 85 04 
1420,0.174 201 500,"SystemTask","Task Block","Delayed",1393612,0x0000000800000650,0x0000000800000650,0x0000000400000000,7,7179,6,07 D0 0C 04 83 04 
1421,0.174 319 750,"Idle","System Idle","Idle for 689.000 us",1394558,0x0000000400000000,0x0000001000000000,0x0000001000000000,17,7185,3,11 B2 07 
1422,0.174 882 125,"SysTick","ISR Enter","Runs for 126.625 us",1399057,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,7188,4,02 0F 93 23 
1423,0.174 946 250,"SysTick","Task Ready","SystemTask, runs after 126.250 us",1399570,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,7192,5,06 D0 0C 81 04 
1424,0.175 008 750,"SysTick","ISR Exit","Returns to Scheduler",1400070,0x000000010000000F,0x000000010000000F,0x0000000400000000,18,7197,3,12 F4 03 
1425,0.175 072 500,"SystemTask","Task Run","Runs for 129.000 us",1400580,0x0000000400000000,0x0000000800000650,0x0000000800000650,4,7200,5,04 D0 0C FE 03 
1426,0.175 137 125,"SystemTask","vTaskDelay","xTicksToDelay=1",1401097,0x0000000800000650,0x0000000800000650,0x0000000800000650,35,7205,5,23 01 01 85 04 
1427,0.175 201 500,"SystemTask","Task Block","Delayed",1401612,0x0000000800000650,0x0000000800000650,0x0000000400000000,7,7210,6,07 D0 0C 04 83 04 
1428,0.175 319 750,"Idle","System Idle","Idle for 689.000 us",1402558,0x0000000400000000,0x0000001000000000,0x0000001000000000,17,7216,3,11 B2 07 
