sequencenum,timestamp,context,event,detail,timestampint,contextinint,contextint,contextoutint,eventint,eventoffset,eventsize,eventdata
1429,0.175 882 125,"SysTick","ISR Enter","Runs for 126.625 us",1407057,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,7219,4,02 0F 93 23 
1430,0.175 946 250,"SysTick","Task Ready","SystemTask, runs after 126.250 us",1407570,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,7223,5,06 D0 0C 81 04 
1431,0.176 008 750,"SysTick","ISR Exit","Returns to Scheduler",1408070,0x000000010000000F,0x000000010000000F,0x0000000400000000,18,7228,3,12 F4 03 
1432,0.176 072 500,"SystemTask","Task Run","Runs for 129.000 us",1408580,0x0000000400000000,0x0000000800000650,0x0000000800000650,4,7231,5,04 D0 0C FE 03 
1433,0.176 137 125,"SystemTask","vTaskDelay","xTicksToDelay=1",1409097,0x0000000800000650,0x0000000800000650,0x0000000800000650,35,7236,5,23 01 01 85 04 
1434,0.176 201 500,"SystemTask","Task Block","Delayed",1409612,0x0000000800000650,0x0000000800000650,0x0000000400000000,7,7241,6,07 D0 0C 04 83 04 
1435,0.176 322 875,"Idle","System Idle","Idle for 827.500 us",1410583,0x0000000400000000,0x0000001000000000,0x0000001000000000,17,7247,3,11 CB 07 
1436,0.176 882 125,"SysTick","ISR Enter","Runs for 268.250 us",1415057,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,7250,4,02 0F FA 22 
1437,0.176 946 250,"SysTick","Task Ready","Tarefa_T1, runs after 512.125 us",1415570,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,7254,5,06 98 0A 81 04 
1438,0.177 018 500,"SysTick","Task Ready","Tarefa_T2, runs after 758.875 us",1416148,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,7259,5,06 B4 0B C2 04 
1439,0.177 090 000,"SysTick","Task Ready","SystemTask, runs after 124.125 us",1416720,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,7264,5,06 D0 0C BC 04 
1440,0.177 150 375,"SysTick","ISR Exit","Returns to Scheduler",1417203,0x000000010000000F,0x000000010000000F,0x0000000400000000,18,7269,3,12 E3 03 
1441,0.177 214 125,"SystemTask","Task Run","Runs for 129.000 us",1417713,0x0000000400000000,0x0000000800000650,0x0000000800000650,4,7272,5,04 D0 0C FE 03 
1442,0.177 278 750,"SystemTask","vTaskDelay","xTicksToDelay=1",1418230,0x0000000800000650,0x0000000800000650,0x0000000800000650,35,7277,5,23 01 01 85 04 
1443,0.177 343 125,"SystemTask","Task Block","Delayed",1418745,0x0000000800000650,0x0000000800000650,0x0000000400000000,7,7282,6,07 D0 0C 04 83 04 
1444,0.177 458 375,"Tarefa_T1","Task Run","Runs for 190.250 us",1419667,0x0000000400000000,0x0000000800000518,0x0000000800000518,4,7288,5,04 98 0A 9A 07 
1445,0.177 648 625,"Tarefa_T1","Task Block","Reason=27",1421189,0x0000000800000518,0x0000000800000518,0x0000000400000000,7,7293,6,07 98 0A 1B F2 0B 
1446,0.177 777 375,"Tarefa_T2","Task Run","Runs for 229.250 us",1422219,0x0000000400000000,0x00000008000005B4,0x00000008000005B4,4,7299,5,04 B4 0B 86 08 
1447,0.177 882 125,"SysTick","ISR Enter","Runs for 124.500 us",1423057,0x00000008000005B4,0x000000010000000F,0x000000010000000F,2,7304,4,02 0F C6 06 
1448,0.177 946 250,"SysTick","Task Ready","SystemTask, runs after 124.125 us",1423570,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,7308,5,06 D0 0C 81 04 
1449,0.178 006 625,"SysTick","ISR Exit","Returns to Scheduler",1424053,0x000000010000000F,0x000000010000000F,0x0000000400000000,18,7313,3,12 E3 03 
1450,0.178 070 375,"SystemTask","Task Run","Runs for 129.000 us",1424563,0x0000000400000000,0x0000000800000650,0x0000000800000650,4,7316,5,04 D0 0C FE 03 
1451,0.178 135 000,"SystemTask","vTaskDelay","xTicksToDelay=1",1425080,0x0000000800000650,0x0000000800000650,0x0000000800000650,35,7321,5,23 01 01 85 04 
1452,0.178 199 375,"SystemTask","Task Block","Delayed",1425595,0x0000000800000650,0x0000000800000650,0x0000000400000000,7,7326,6,07 D0 0C 04 83 04 
1453,0.178 318 625,"Tarefa_T2","Task Run","Runs for 493.500 us",1426549,0x0000000400000000,0x00000008000005B4,0x00000008000005B4,4,7332,5,04 B4 0B BA 07 
1454,0.178 634 375,"Tarefa_T2","xQueueGenericSend","xQueue=0x20001070 pvItemToQueue=0x20000290 xTicksToWait=4294967295 xCopyPosition=0",1429075,0x00000008000005B4,0x00000008000005B4,0x00000008000005B4,90,7337,17,5A 0D 9C 08 90 85 80 80 02 FF FF FF FF 0F 00 DE 13 
1455,0.178 727 875,"Tarefa_T2","Task Ready","Tarefa_T1, runs after 84.250 us",1429823,0x00000008000005B4,0x00000008000005B4,0x00000008000005B4,6,7354,5,06 98 0A EC 05 
1456,0.178 812 125,"Tarefa_T1","Task Run","Runs for 296.250 us",1430497,0x00000008000005B4,0x0000000800000518,0x0000000800000518,4,7359,5,04 98 0A A2 05 
1457,0.178 920 000,"Tarefa_T1","xQueueGenericReceive","xQueue=0x20001070 pvBuffer=0x38000000 xTicksToWait=4294967295 xJustPeek=1",1431360,0x0000000800000518,0x0000000800000518,0x0000000800000518,92,7364,17,5C 0D 9C 08 80 80 80 C0 03 FF FF FF FF 0F 01 DF 06 
1458,0.178 983 875,"SysTick","ISR Enter","Runs for 124.500 us",1431871,0x0000000800000518,0x000000010000000F,0x000000010000000F,2,7381,4,02 0F FF 03 
1459,0.179 048 000,"SysTick","Task Ready","SystemTask, runs after 124.125 us",1432384,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,7385,5,06 D0 0C 81 04 
1460,0.179 108 375,"SysTick","ISR Exit","Returns to Scheduler",1432867,0x000000010000000F,0x000000010000000F,0x0000000400000000,18,7390,3,12 E3 03 
1461,0.179 172 125,"SystemTask","Task Run","Runs for 129.000 us",1433377,0x0000000400000000,0x0000000800000650,0x0000000800000650,4,7393,5,04 D0 0C FE 03 
1462,0.179 236 750,"SystemTask","vTaskDelay","xTicksToDelay=1",1433894,0x0000000800000650,0x0000000800000650,0x0000000800000650,35,7398,5,23 01 01 85 04 
1463,0.179 301 125,"SystemTask","Task Block","Delayed",1434409,0x0000000800000650,0x0000000800000650,0x0000000400000000,7,7403,6,07 D0 0C 04 83 04 
1464,0.179 417 250,"Tarefa_T1","Task Run","Runs for 264.000 us",1435338,0x0000000400000000,0x0000000800000518,0x0000000800000518,4,7409,5,04 98 0A A1 07 
1465,0.179 617 375,"Tarefa_T1","vTaskDelayUntil","",1436939,0x0000000800000518,0x0000000800000518,0x0000000800000518,36,7414,4,24 00 C1 0C 
1466,0.179 681 250,"Tarefa_T1","Task Block","Delayed",1437450,0x0000000800000518,0x0000000800000518,0x0000000400000000,7,7418,6,07 98 0A 04 FF 03 
1467,0.179 786 250,"Tarefa_T2","Task Run","Runs for 222.000 us",1438290,0x0000000400000000,0x00000008000005B4,0x00000008000005B4,4,7424,5,04 B4 0B C8 06 
1468,0.179 849 875,"Tarefa_T2","vTaskDelayUntil","",1438799,0x00000008000005B4,0x00000008000005B4,0x00000008000005B4,36,7429,4,24 00 FD 03 
1469,0.179 895 250,"SysTick","ISR Enter","Runs for 46.125 us",1439162,0x00000008000005B4,0x000000010000000F,0x000000010000000F,2,7433,4,02 0F EB 02 
1470,0.179 941 375,"SysTick","ISR Exit","Returns to Tarefa_T2",1439531,0x000000010000000F,0x000000010000000F,0x00000008000005B4,3,7437,3,03 F1 02 
1471,0.180 008 250,"Tarefa_T2","Task Block","Delayed",1440066,0x00000008000005B4,0x00000008000005B4,0x0000000400000000,7,7440,6,07 B4 0B 04 97 04 
1472,0.180 103 250,"Scheduler","Task Ready","SystemTask, runs after 94.000 us",1440826,0x0000000400000000,0x0000000400000000,0x0000000400000000,6,7446,5,06 D0 0C F8 05 
1473,0.180 197 250,"SystemTask","Task Run","Runs for 129.000 us",1441578,0x0000000400000000,0x0000000800000650,0x0000000800000650,4,7451,5,04 D0 0C F0 05 
1474,0.180 261 875,"SystemTask","vTaskDelay","xTicksToDelay=1",1442095,0x0000000800000650,0x0000000800000650,0x0000000800000650,35,7456,5,23 01 01 85 04 
1475,0.180 326 250,"SystemTask","Task Block","Delayed",1442610,0x0000000800000650,0x0000000800000650,0x0000000400000000,7,7461,6,07 D0 0C 04 83 04 
1476,0.180 444 500,"Idle","System Idle","Idle for 564.250 us",1443556,0x0000000400000000,0x0000001000000000,0x0000001000000000,17,7467,3,11 B2 07 
1477,0.180 882 125,"SysTick","ISR Enter","Runs for 126.625 us",1447057,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,7470,4,02 0F AD 1B 
1478,0.180 946 250,"SysTick","Task Ready","SystemTask, runs after 126.250 us",1447570,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,7474,5,06 D0 0C 81 04 
1479,0.181 008 750,"SysTick","ISR Exit","Returns to Scheduler",1448070,0x000000010000000F,0x000000010000000F,0x0000000400000000,18,7479,3,12 F4 03 
1480,0.181 072 500,"SystemTask","Task Run","Runs for 129.000 us",1448580,0x0000000400000000,0x0000000800000650,0x0000000800000650,4,7482,5,04 D0 0C FE 03 
1481,0.181 137 125,"SystemTask","vTaskDelay","xTicksToDelay=1",1449097,0x0000000800000650,0x0000000800000650,0x0000000800000650,35,7487,5,23 01 01 85 04 
1482,0.181 201 500,"SystemTask","Task Block","Delayed",1449612,0x0000000800000650,0x0000000800000650,0x0000000400000000,7,7492,6,07 D0 0C 04 83 04 
1483,0.181 319 750,"Idle","System Idle","Idle for 689.000 us",1450558,0x0000000400000000,0x0000001000000000,0x0000001000000000,17,7498,3,11 B2 07 
1484,0.181 882 125,"SysTick","ISR Enter","Runs for 126.625 us",1455057,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,7501,4,02 0F 93 23 
1485,0.181 946 250,"SysTick","Task Ready","SystemTask, runs after 126.250 us",1455570,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,7505,5,06 D0 0C 81 04 
1486,0.182 008 750,"SysTick","ISR Exit","Returns to Scheduler",1456070,0x000000010000000F,0x000000010000000F,0x0000000400000000,18,7510,3,12 F4 03 
1487,0.182 072 500,"SystemTask","Task Run","Runs for 129.000 us",1456580,0x0000000400000000,0x0000000800000650,0x0000000800000650,4,7513,5,04 D0 0C FE 03 
1488,0.182 137 125,"SystemTask","vTaskDelay","xTicksToDelay=1",1457097,0x0000000800000650,0x0000000800000650,0x0000000800000650,35,7518,5,23 01 01 85 04 
1489,0.182 201 500,"SystemTask","Task Block","Delayed",1457612,0x0000000800000650,0x0000000800000650,0x0000000400000000,7,7523,6,07 D0 0C 04 83 04 
1490,0.182 319 750,"Idle","System Idle","Idle for 689.000 us",1458558,0x0000000400000000,0x0000001000000000,0x0000001000000000,17,7529,3,11 B2 07 
1491,0.182 882 125,"SysTick","ISR Enter","Runs for 126.625 us",1463057,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,7532,4,02 0F 93 23 
1492,0.182 946 250,"SysTick","Task Ready","SystemTask, runs after 126.250 us",1463570,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,7536,5,06 D0 0C 81 04 
1493,0.183 008 750,"SysTick","ISR Exit","Returns to Scheduler",1464070,0x000000010000000F,0x000000010000000F,0x0000000400000000,18,7541,3,12 F4 03 
1494,0.183 072 500,"SystemTask","Task Run","Runs for 129.000 us",1464580,0x0000000400000000,0x0000000800000650,0x0000000800000650,4,7544,5,04 D0 0C FE 03 
1495,0.183 137 125,"SystemTask","vTaskDelay","xTicksToDelay=1",1465097,0x0000000800000650,0x0000000800000650,0x0000000800000650,35,7549,5,23 01 01 85 04 
1496,0.183 201 500,"SystemTask","Task Block","Delayed",1465612,0x0000000800000650,0x0000000800000650,0x0000000400000000,7,7554,6,07 D0 0C 04 83 04 
1497,0.183 319 750,"Idle","System Idle","Idle for 689.000 us",1466558,0x0000000400000000,0x0000001000000000,0x0000001000000000,17,7560,3,11 B2 07 
1498,0.183 882 125,"SysTick","ISR Enter","Runs for 126.625 us",1471057,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,7563,4,02 0F 93 23 
1499,0.183 946 250,"SysTick","Task Ready","SystemTask, runs after 126.250 us",1471570,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,7567,5,06 D0 0C 81 04 
1500,0.184 008 750,"SysTick","ISR Exit","Returns to Scheduler",1472070,0x000000010000000F,0x000000010000000F,0x0000000400000000,18,7572,3,12 F4 03 
1501,0.184 072 500,"SystemTask","Task Run","Runs for 129.000 us",1472580,0x0000000400000000,0x0000000800000650,0x0000000800000650,4,7575,5,04 D0 0C FE 03 
1502,0.184 137 125,"SystemTask","vTaskDelay","xTicksToDelay=1",1473097,0x0000000800000650,0x0000000800000650,0x0000000800000650,35,7580,5,23 01 01 85 04 
1503,0.184 201 500,"SystemTask","Task Block","Delayed",1473612,0x0000000800000650,0x0000000800000650,0x0000000400000000,7,7585,6,07 D0 0C 04 83 04 
1504,0.184 319 750,"Idle","System Idle","Idle for 689.000 us",1474558,0x0000000400000000,0x0000001000000000,0x0000001000000000,17,7591,3,11 B2 07 
1505,0.184 882 125,"SysTick","ISR Enter","Runs for 126.625 us",1479057,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,7594,4,02 0F 93 23 
1506,0.184 946 250,"SysTick","Task Ready","SystemTask, runs after 126.250 us",1479570,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,7598,5,06 D0 0C 81 04 
1507,0.185 008 750,"SysTick","ISR Exit","Returns to Scheduler",1480070,0x000000010000000F,0x000000010000000F,0x0000000400000000,18,7603,3,12 F4 03 
1508,0.185 072 500,"SystemTask","Task Run","Runs for 129.000 us",1480580,0x0000000400000000,0x0000000800000650,0x0000000800000650,4,7606,5,04 D0 0C FE 03 
1509,0.185 137 125,"SystemTask","vTaskDelay","xTicksToDelay=1",1481097,0x0000000800000650,0x0000000800000650,0x0000000800000650,35,7611,5,23 01 01 85 04 
1510,0.185 201 500,"SystemTask","Task Block","Delayed",1481612,0x0000000800000650,0x0000000800000650,0x0000000400000000,7,7616,6,07 D0 0C 04 83 04 
1511,0.185 319 750,"Idle","System Idle","Idle for 689.000 us",1482558,0x0000000400000000,0x0000001000000000,0x0000001000000000,17,7622,3,11 B2 07 
1512,0.185 882 125,"SysTick","ISR Enter","Runs for 126.625 us",1487057,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,7625,4,02 0F 93 23 
1513,0.185 946 250,"SysTick","Task Ready","SystemTask, runs after 126.250 us",1487570,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,7629,5,06 D0 0C 81 04 
1514,0.186 008 750,"SysTick","ISR Exit","Returns to Scheduler",1488070,0x000000010000000F,0x000000010000000F,0x0000000400000000,18,7634,3,12 F4 03 
1515,0.186 072 500,"SystemTask","Task Run","Runs for 129.000 us",1488580,0x0000000400000000,0x0000000800000650,0x0000000800000650,4,7637,5,04 D0 0C FE 03 
1516,0.186 137 125,"SystemTask","vTaskDelay","xTicksToDelay=1",1489097,0x0000000800000650,0x0000000800000650,0x0000000800000650,35,7642,5,23 01 01 85 04 
1517,0.186 201 500,"SystemTask","Task Block","Delayed",1489612,0x0000000800000650,0x0000000800000650,0x0000000400000000,7,7647,6,07 D0 0C 04 83 04 
1518,0.186 322 875,"Idle","System Idle","Idle for 827.500 us",1490583,0x0000000400000000,0x0000001000000000,0x0000001000000000,17,7653,3,11 CB 07 
1519,0.186 882 125,"SysTick","ISR Enter","Runs for 268.250 us",1495057,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,7656,4,02 0F FA 22 
1520,0.186 946 250,"SysTick","Task Ready","Tarefa_T1, runs after 512.125 us",1495570,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,7660,5,06 98 0A 81 04 
1521,0.187 018 500,"SysTick","Task Ready","Tarefa_T2, runs after 758.875 us",1496148,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,7665,5,06 B4 0B C2 04 
1522,0.187 090 000,"SysTick","Task Ready","SystemTask, runs after 124.125 us",1496720,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,7670,5,06 D0 0C BC 04 
1523,0.187 150 375,"SysTick","ISR Exit","Returns to Scheduler",1497203,0x000000010000000F,0x000000010000000F,0x0000000400000000,18,7675,3,12 E3 03 
1524,0.187 214 125,"SystemTask","Task Run","Runs for 129.000 us",1497713,0x0000000400000000,0x0000000800000650,0x0000000800000650,4,7678,5,04 D0 0C FE 03 
1525,0.187 278 750,"SystemTask","vTaskDelay","xTicksToDelay=1",1498230,0x0000000800000650,0x0000000800000650,0x0000000800000650,35,7683,5,23 01 01 85 04 
1526,0.187 343 125,"SystemTask","Task Block","Delayed",1498745,0x0000000800000650,0x0000000800000650,0x0000000400000000,7,7688,6,07 D0 0C 04 83 04 
1527,0.187 458 375,"Tarefa_T1","Task Run","Runs for 190.250 us",1499667,0x0000000400000000,0x0000000800000518,0x0000000800000518,4,7694,5,04 98 0A 9A 07 
1528,0.187 648 625,"Tarefa_T1","Task Block","Reason=27",1501189,0x0000000800000518,0x0000000800000518,0x0000000400000000,7,7699,6,07 98 0A 1B F2 0B 
1529,0.187 777 375,"Tarefa_T2","Task Run","Runs for 229.250 us",1502219,0x0000000400000000,0x00000008000005B4,0x00000008000005B4,4,7705,5,04 B4 0B 86 08 
1530,0.187 882 125,"SysTick","ISR Enter","Runs for 124.500 us",1503057,0x00000008000005B4,0x000000010000000F,0x000000010000000F,2,7710,4,02 0F C6 06 
1531,0.187 946 250,"SysTick","Task Ready","SystemTask, runs after 124.125 us",1503570,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,7714,5,06 D0 0C 81 04 
1532,0.188 006 625,"SysTick","ISR Exit","Returns to Scheduler",1504053,0x000000010000000F,0x000000010000000F,0x0000000400000000,18,7719,3,12 E3 03 
1533,0.188 070 375,"SystemTask","Task Run","Runs for 129.000 us",1504563,0x0000000400000000,0x0000000800000650,0x0000000800000650,4,7722,5,04 D0 0C FE 03 
1534,0.188 135 000,"SystemTask","vTaskDelay","xTicksToDelay=1",1505080,0x0000000800000650,0x0000000800000650,0x0000000800000650,35,7727,5,23 01 01 85 04 
1535,0.188 199 375,"SystemTask","Task Block","Delayed",1505595,0x0000000800000650,0x0000000800000650,0x0000000400000000,7,7732,6,07 D0 0C 04 83 04 
1536,0.188 318 625,"Tarefa_T2","Task Run","Runs for 492.500 us",1506549,0x0000000400000000,0x00000008000005B4,0x00000008000005B4,4,7738,5,04 B4 0B BA 07 
1537,0.188 633 375,"Tarefa_T2","xQueueGenericSend","xQueue=0x20001070 pvItemToQueue=0x20000290 xTicksToWait=4294967295 xCopyPosition=0",1509067,0x00000008000005B4,0x00000008000005B4,0x00000008000005B4,90,7743,17,5A 0D 9C 08 90 85 80 80 02 FF FF FF FF 0F 00 D6 13 
1538,0.188 726 875,"Tarefa_T2","Task Ready","Tarefa_T1, runs after 84.250 us",1509815,0x00000008000005B4,0x00000008000005B4,0x00000008000005B4,6,7760,5,06 98 0A EC 05 
1539,0.188 811 125,"Tarefa_T1","Task Run","Runs for 296.250 us",1510489,0x00000008000005B4,0x0000000800000518,0x0000000800000518,4,7765,5,04 98 0A A2 05 
1540,0.188 919 000,"Tarefa_T1","xQueueGenericReceive","xQueue=0x20001070 pvBuffer=0x38000000 xTicksToWait=4294967295 xJustPeek=1",1511352,0x0000000800000518,0x0000000800000518,0x0000000800000518,92,7770,17,5C 0D 9C 08 80 80 80 C0 03 FF FF FF FF 0F 01 DF 06 
1541,0.188 982 875,"SysTick","ISR Enter","Runs for 124.500 us",1511863,0x0000000800000518,0x000000010000000F,0x000000010000000F,2,7787,4,02 0F FF 03 
1542,0.189 047 000,"SysTick","Task Ready","SystemTask, runs after 124.125 us",1512376,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,7791,5,06 D0 0C 81 04 
1543,0.189 107 375,"SysTick","ISR Exit","Returns to Scheduler",1512859,0x000000010000000F,0x000000010000000F,0x0000000400000000,18,7796,3,12 E3 03 
1544,0.189 171 125,"SystemTask","Task Run","Runs for 129.000 us",1513369,0x0000000400000000,0x0000000800000650,0x0000000800000650,4,7799,5,04 D0 0C FE 03 
1545,0.189 235 750,"SystemTask","vTaskDelay","xTicksToDelay=1",1513886,0x0000000800000650,0x0000000800000650,0x0000000800000650,35,7804,5,23 01 01 85 04 
1546,0.189 300 125,"SystemTask","Task Block","Delayed",1514401,0x0000000800000650,0x0000000800000650,0x0000000400000000,7,7809,6,07 D0 0C 04 83 04 
1547,0.189 416 250,"Tarefa_T1","Task Run","Runs for 264.375 us",1515330,0x0000000400000000,0x0000000800000518,0x0000000800000518,4,7815,5,04 98 0A A1 07 
1548,0.189 616 750,"Tarefa_T1","vTaskDelayUntil","",1516934,0x0000000800000518,0x0000000800000518,0x0000000800000518,36,7820,4,24 00 C4 0C 
1549,0.189 680 625,"Tarefa_T1","Task Block","Delayed",1517445,0x0000000800000518,0x0000000800000518,0x0000000400000000,7,7824,6,07 98 0A 04 FF 03 
1550,0.189 785 625,"Tarefa_T2","Task Run","Runs for 222.000 us",1518285,0x0000000400000000,0x00000008000005B4,0x00000008000005B4,4,7830,5,04 B4 0B C8 06 
1551,0.189 849 250,"Tarefa_T2","vTaskDelayUntil","",1518794,0x00000008000005B4,0x00000008000005B4,0x00000008000005B4,36,7835,4,24 00 FD 03 
1552,0.189 894 625,"SysTick","ISR Enter","Runs for 46.125 us",1519157,0x00000008000005B4,0x000000010000000F,0x000000010000000F,2,7839,4,02 0F EB 02 
1553,0.189 940 750,"SysTick","ISR Exit","Returns to Tarefa_T2",1519526,0x000000010000000F,0x000000010000000F,0x00000008000005B4,3,7843,3,03 F1 02 
1554,0.190 007 625,"Tarefa_T2","Task Block","Delayed",1520061,0x00000008000005B4,0x00000008000005B4,0x0000000400000000,7,7846,6,07 B4 0B 04 97 04 
